SalesHistory
Table 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DealNumber,ContractDate,DeliveryDate,DealStatus,Comments,InventoryType,StockNumber,VIN,VehicleMake,VehicleModel,VehicleModelYear,VehicleSalePrice,TotalGrossProfit,BackEndGrossProfit,FrontEndGrossProfit,APR,ContractTerm,MonthlyPayment,BuyerID,BuyerBirthDate,BuyerHomeAddressCity,BuyerHomeAddressState,BuyerHomeAddressPostalCode,SalesPersonID,SalesPerson2ID,Trade1_StockNumber,Trade1_VIN,Trade1_Year,Trade1_Make,Trade1_Model,Trade2_VIN,Trade2_Year,Trade2_Make,Trade2_Model
10360,3/24/11 0:00,3/24/11 0:00,F,,U,K163A,JTHCK262772012509,Lexus,IS 250,2007,26250,3178.13,534.15,2643.98,3.9,60,498.96,12014,6/8/85 0:00,Edwardsburg,MI,491128696,5283,,K163B,1HGCP26398A151397,2008,Honda,Accord,,,,
10361,3/24/11 0:00,3/24/11 0:00,F,,U,K173B,3VWSW31C16M411041,Volkswagen,New Beetle,2006,11500,3690,0,3690,,,,909983,11/13/79 0:00,Springfield,OR,974771953,2876,,,,,,,,,,
10363,3/25/11 0:00,3/25/11 0:00,F,,U,K137B,5NMSH13EX7H071781,Hyundai,Santa Fe,2007,14983,2508.2,292.65,2215.55,3.8,60,268.16,12081,,North Liberty,IN,465549743,2995,,K137C,1C4GP64L8YB711107,2000,Chrysler,Town & Country,,,,
10364,3/25/11 0:00,3/25/11 0:00,F,,U,J634A,1G6DM577240132191,Cadillac,CTS,2004,11496,2280.3,590,1690.3,21,48,305.31,12141,5/29/75 0:00,South Bend,IN,466281813,6733,,,,,,,,,,
10369,3/25/11 0:00,3/25/11 0:00,F,,U,K199A,JTHBJ46G272128612,Lexus,ES 350,2007,23500,2130.21,0,2130.21,,,,12146,,Saint Joseph,MI,490859431,2876,,K199B,1N4BA41E44C824410,2004,Nissan,Maxima,,,,
10371,3/25/11 0:00,3/25/11 0:00,F,,N,K101,2T2BK1BA1BC080783,Lexus,RX 350,2011,43000,1936,0,1936,,,,12209,,New Buffalo,MI,491171368,2995,,K101A,1GNDT13S022198380,2002,Chevrolet,TrailBlazer,,,,
10378,3/26/11 0:00,3/26/11 0:00,F,,U,L1098,JTHBJ46G592276045,Lexus,ES 350,2009,29183,2872.81,0,2872.81,,,,12236,,Granger,IN,465306624,5283,2876,L1098A,YV1KS9602V1108727,1997,Volvo,960,,,,
10379,3/28/11 0:00,3/28/11 0:00,F,,U,K169B,2T2HK31U48C080075,Lexus,RX 350,2008,30900,2845.93,250,2595.93,2.9,60,548.27,12320,8/1/54 0:00,South Bend,IN,466151320,4692,,K169C,1HGCG5645XA110550,1999,Honda,Accord,,,,
10381,4/28/11 0:00,4/28/11 0:00,F,,N,K241,JTJBC1BA9B2042263,Lexus,RX 450h,2011,54821,4344,0,4344,,,,10696,8/24/57 0:00,South Bend,IN,466173401,6733,2876,K241A,JTJHW31U460048790,2006,Lexus,RX 400h,,,,
10390,4/18/11 0:00,4/18/11 0:00,F,,N,K277,JTHCL5EF1B5010748,Lexus,LS 460,2011,71437,3650,0,3650,2.9,36,1109.98,10843,,Mishawaka,IN,46544,4692,,,,,,,,,,
10393,4/1/11 0:00,4/1/11 0:00,F,,U,K176B,2GCEK13T151341866,Chevrolet,Silverado 1500,2005,21995,4449.22,363.63,4085.59,4.7,51,407.79,12667,2/22/67 0:00,Nappanee,IN,465509340,2995,,K176C,1GCEC14W92Z330560,2002,Chevrolet,Silverado 1500,,,,
10396,3/31/11 0:00,3/31/11 0:00,F,,N,K278,JTHKD5BH2B2011441,Lexus,CT 200h,2011,32088,2444,400,2044,3.8,60,91.63,646835,,Elkhart,IN,465144307,5283,,,,,,,,,,
10397,3/31/11 0:00,3/31/11 0:00,F,,U,J358A,1N4BA41E46C838603,Nissan,Maxima,2006,13000,2329.24,0,2329.24,,,,12641,,Byron Center,MI,493156931,4692,,,,,,,,,,
10399,3/31/11 0:00,3/31/11 0:00,F,,N,K218,JTJBC1BA9B2040710,Lexus,RX 450h,2011,51847,1600,0,1600,,,,11396,,Saint Joseph,MI,49085,4692,,K218A,JTJHW31U882047522,2008,Lexus,RX 400h,,,,
10402,3/31/11 0:00,3/31/11 0:00,F,,N,K194,JTHBK1EG6B2429213,Lexus,ES 350,2011,39327,1650,250,1400,2.9,60,700,12691,,Elkhart,IN,46514,2876,,,,,,,,,,
10403,3/31/11 0:00,3/31/11 0:00,F,,N,K279,JTJBC1BA3B2418861,Lexus,RX 450h,2011,59445,3683,0,3683,,,,759075,,Elkhart,IN,465164365,2876,4692,K279A,JTJHW31U882052350,2008,Lexus,RX 400h,,,,
10404,4/1/11 0:00,4/1/11 0:00,F,,U,K119A,2T2HK31U78C074044,Lexus,RX 350,2008,32995,4404.68,633.22,3771.46,3.9,60,591.44,12779,,Elkhart,IN,46517,2995,,K119B,5N1ED28Y61C581645,2001,Nissan,Xterra,,,,
10405,4/11/11 0:00,4/11/11 0:00,F,,U,L1135,JTJBT20X480164871,Lexus,GX 470,2008,41000,3354.04,404.58,2949.46,3.9,60,377.88,568084,,Goshen,IN,465285738,6733,,L1135A,2T2HK31U77C030379,2007,Lexus,RX 350,,,,
10407,4/2/11 0:00,4/2/11 0:00,F,,N,K254,JTHKD5BH8B2006244,Lexus,CT 200h,2011,32088,1616.68,143.2,1473.48,2.9,24,537.87,13206,11/18/62 0:00,Granger,IN,465306032,4692,,,,,,,,,,
10408,4/2/11 0:00,4/2/11 0:00,F,,U,K148A,1ZVFT84N875205758,Ford,Mustang,2007,12991.59,2864.16,0,2864.16,,,,12795,,Mishawaka,IN,465455949,2995,,,,,,,,,,
10410,4/2/11 0:00,4/2/11 0:00,F,,U,K199B,1N4BA41E44C824410,Nissan,Maxima,2004,5700,1749.05,0,1749.05,,,,12801,1/6/52 0:00,Osceola,IN,465619548,4692,,,,,,,,,,
10412,4/4/11 0:00,4/4/11 0:00,F,,U,L1118,JTHCK262785018598,Lexus,IS 250,2008,27000,2441.27,150,2291.27,2.9,60,409.64,17543,,South Bend,IN,466289022,6733,,L1118A,5N1ED28Y81C558514,2001,Nissan,Xterra,,,,
10415,4/11/11 0:00,4/11/11 0:00,F,,N,K202,JTHBK1EG5B2427789,Lexus,ES 350,2011,35885.78,2005.58,141.34,1864.24,2.9,36,409.2,368980,10/29/35 0:00,Granger,IN,465307019,2995,,K202A,JTHBJ46G382233841,2008,Lexus,ES 350,,,,
10417,4/7/11 0:00,4/7/11 0:00,F,,U,K155A,2T2HA31U64C039282,Lexus,RX 330,2004,19700,3311.13,0,3311.13,,,,12835,1/26/65 0:00,Osceola,IN,465619491,4692,,K155B,JT6HF10U7X0043682,1999,Lexus,RX 300,,,,
10418,4/9/11 0:00,4/9/11 0:00,F,,N,K234,2T2BK1BA2BC101026,Lexus,RX 350,2011,48885,4662.08,527.08,4135,3.9,60,492.3,502001,8/29/49 0:00,South Haven,MI,490901691,4692,,K234A,2T2HK31U29C106609,2009,Lexus,RX 350,,,,
10419,4/8/11 0:00,4/8/11 0:00,F,,U,K169C,1HGCG5645XA110550,Honda,Accord,1999,5425,2580,0,2580,,,,13116,9/24/59 0:00,Niles,MI,491207764,4692,,,,,,,,,,
10420,4/9/11 0:00,4/9/11 0:00,F,,U,L1125,JTJHW31U072018739,Lexus,RX 400h,2007,29376.73,5771.35,630.64,5140.71,4.5,72,500.54,13154,4/21/81 0:00,Indianapolis,IN,462441010,4692,,,,,,,,,,
10421,4/8/11 0:00,4/8/11 0:00,F,,N,K221,JTHBK1EG3B2433204,Lexus,ES 350,2011,42187,2628,0,2628,2.9,42,630.74,10703,,Middlebury,IN,465409653,2995,,K221A,JTHBJ46G892324833,2009,Lexus,ES 350,,,,
10425,4/9/11 0:00,4/9/11 0:00,F,,N,K280,JTJBK1BA4B2436594,Lexus,RX 350,2011,47453,2355.32,98.32,2257,3.9,60,91.87,10780,5/6/57 0:00,Granger,IN,465306297,5283,,,,,,,,,,
10428,4/9/11 0:00,4/9/11 0:00,F,,U,K180B,JTJHA31U740055292,Lexus,RX 330,2004,18926.17,2311.87,0,2311.87,,,,13253,,La Porte,IN,463501900,6733,,,,,,,,,,
10429,4/14/11 0:00,4/14/11 0:00,F,,N,K291,2T2BK1BAXBC105826,Lexus,RX 350,2011,46897.69,3247.18,100.11,3147.07,2.9,36,591.35,13449,,Sawyer,MI,49125,6733,,,,,,,,,,
10436,4/13/11 0:00,4/13/11 0:00,F,,U,K169A,2G1FK1EJ2A9220901,Chevrolet,Camaro,2010,33700,4385,0,4385,,,,13540,,Wakarusa,IN,465739522,2995,,,,,,,,,,
10440,4/16/11 0:00,4/16/11 0:00,F,,U,K202A,JTHBJ46G382233841,Lexus,ES 350,2008,26500,3868.35,150,3718.35,2.9,60,420.39,20216,9/4/68 0:00,South Bend,IN,466289268,2876,,,,,,,,,,
10443,4/18/11 0:00,4/18/11 0:00,F,,N,K253,2T2BK1BA2BC104203,Lexus,RX 350,2011,48296,3846,150,3696,2.9,60,461.35,101209,,Schererville,IN,463752656,2995,,K253A,2T2HK31U78C050729,2008,Lexus,RX 350,,,,
10445,4/15/11 0:00,4/15/11 0:00,F,,N,K151,JTHCL1EF6B5009197,Lexus,LS 460,2011,73439,4080.82,624.82,3456,2.9,36,981.59,15786,11/1/48 0:00,Bonita Spgs,FL,341354011,2876,5283,,,,,,,,,
10446,4/15/11 0:00,4/15/11 0:00,F,,N,K206,JTJBM7FX8B5025791,Lexus,GX 460,2011,56339,3904,0,3904,,,,13691,,Granger,IN,465306922,6733,,K206A,1FMFU18L63LA92801,2003,Ford,Expedition,,,,
10447,4/21/11 0:00,4/21/11 0:00,F,,U,K163B,1HGCP26398A151397,Honda,Accord,2008,16995,2706.29,194.58,2511.71,3.05,48,215.55,13735,9/30/45 0:00,Mishawaka,IN,465449419,5283,,K163C,1FTZR45E83PA34496,2003,Ford,Ranger,,,,
10450,4/16/11 0:00,4/16/11 0:00,F,,U,J547A,JTHBJ46G972130602,Lexus,ES 350,2007,23175,3046.85,497.95,2548.9,3.8,60,456.28,13756,,Maryville,TN,378032808,2995,,,,,,,,,,
10452,4/19/11 0:00,4/19/11 0:00,F,,U,K167B,JTHBN30FX20085205,Lexus,LS 430,2002,15195,2766.26,203.9,2562.36,5.6,48,264.65,13924,2/2/68 0:00,Mishawaka,IN,465459332,2876,,,,,,,,,,
10453,4/26/11 0:00,4/26/11 0:00,F,,U,L1088,JTHFN45Y079015846,Lexus,SC 430,2007,40838,2925.57,369.68,2555.89,3.9,60,345.3,407326,,Niles,MI,491200104,2876,,,,,,,,,,
10454,4/19/11 0:00,4/19/11 0:00,F,,U,J638B,WAULT68E15A051917,Audi,A4,2005,14700,4224.24,256.56,3967.68,4.7,48,293.67,13943,3/6/63 0:00,Cassopolis,MI,490319452,4692,,,,,,,,,,
10455,4/19/11 0:00,4/19/11 0:00,F,,U,K124A,JTJHW31U672015490,Lexus,RX 400h,2007,25000,4009.67,0,4009.67,,,,12547,,Saint Joseph,MI,49085,5283,2995,K124B,JTJHT00W053550025,2005,Lexus,LX 470,,,,
10458,4/23/11 0:00,4/23/11 0:00,F,,N,K249,2T2BK1BA9BC103310,Lexus,RX 350,2011,42526.85,717.85,0,717.85,2.9,48,515.95,321505,11/24/32 0:00,Mishawaka,IN,465454041,5283,,,,,,,,,,
10459,4/20/11 0:00,4/20/11 0:00,F,,N,K285,JTHCF5C24B5049650,Lexus,IS 250,2011,40357,2325.85,58.85,2267,3.9,36,147.39,781445,,Granger,IN,465309109,5283,,K285A,3VWRM71K98M005644,2008,Volkswagen,Jetta,,,,
10460,4/20/11 0:00,4/20/11 0:00,F,,U,L1103A,JT8BH28F5X0157649,Lexus,LS 400,1999,9252.1,998.51,0,998.51,,,,14067,,Michigan City,IN,463602605,2876,,,,,,,,,,
10462,4/20/11 0:00,4/20/11 0:00,F,,U,K155B,JT6HF10U7X0043682,Lexus,RX 300,1999,5000,2010,0,2010,,,,14077,,Edwardsburg,MI,491129332,2995,,,,,,,,,,
10463,4/21/11 0:00,4/21/11 0:00,F,,U,K243A,2CTFLGEY7A6249434,GMC,Terrain,2010,28870,2760.63,0,2760.63,,,,14568,,South Bend,IN,466199693,6733,,,,,,,,,,
10464,4/28/11 0:00,4/28/11 0:00,F,,N,K244,JTHBK1EG5B2437481,Lexus,ES 350,2011,40578,3230.36,825.36,2405,2.9,36,241.7,15248,11/5/65 0:00,Elkhart,IN,465146399,4692,,K244A,JTMBD31V166003794,2006,Toyota,RAV4,,,,
10465,4/25/11 0:00,4/25/11 0:00,F,,N,K238,2T2BK1BA5BC101845,Lexus,RX 350,2011,43350,2896,-45,2941,2.9,24,214.68,101798,2/25/48 0:00,Mishawaka,IN,465449727,2876,,K238A,2T2HK31U98C072439,2008,Lexus,RX 350,,,,
10466,4/22/11 0:00,4/22/11 0:00,F,,U,K221A,JTHBJ46G892324833,Lexus,ES 350,2009,32995,4420.08,0,4420.08,,,,14499,,Hinsdale,IL,60521,5283,,K221B,JTJHW31U172030284,2007,Lexus,RX 400h,,,,
10467,4/22/11 0:00,4/22/11 0:00,F,,U,K217A,2T2BK1BAXAC054973,Lexus,RX 350,2010,39001.17,1368.91,0,1368.91,,,,14609,,Granger,IN,465306955,5283,,K217B,4M2DU86W32UJ16816,2002,Mercury,Mountaineer,,,,
10473,4/29/11 0:00,4/29/11 0:00,F,,U,J628A,JTEES42A582023024,Toyota,Highlander,2008,28252.93,1474.53,500,974.53,9.85,60,610.41,14731,6/16/59 0:00,Valparaiso,IN,463839187,4692,,,,,,,,,,
10486,4/27/11 0:00,4/27/11 0:00,F,,U,K119B,5N1ED28Y61C581645,Nissan,Xterra,2001,6448.36,3008.36,0,3008.36,,,,11013,,Elkhart,IN,465165878,2995,,,,,,,,,,
10489,4/28/11 0:00,4/28/11 0:00,F,,U,K221B,JTJHW31U172030284,Lexus,RX 400h,2007,15000,4685,0,4685,,,,15251,,Brooklyn,NY,112295119,5283,,,,,,,,,,
10490,4/28/11 0:00,4/28/11 0:00,F,,U,J543B,JTHBJ46G172042921,Lexus,ES 350,2007,22900,3323.25,150,3173.25,2.9,60,338.86,18256,,Elkhart,IN,465144508,5283,,J543C,JT8BF28G7Y5079149,2000,Lexus,ES 300,,,,
10491,4/28/11 0:00,4/28/11 0:00,F,,U,K124B,JTJHT00W053550025,Lexus,LX 470,2005,28500,5786.73,0,5786.73,,,,15271,,Chicago,IL,606342103,6733,,,,,,,,,,
10492,4/29/11 0:00,4/29/11 0:00,F,,U,L1126,2T2HK31U18C077490,Lexus,RX 350,2008,31500,4077.73,150,3927.73,2.9,60,358.48,15373,11/25/51 0:00,Constantine,MI,490429613,6733,,,,,,,,,,
10500,4/30/11 0:00,4/30/11 0:00,F,,N,K260,2T2BK1BA7BC106156,Lexus,RX 350,2011,46432,3221.86,497.86,2724,2.9,48,598.67,12291,3/16/71 0:00,Middlebury,IN,465408675,2876,,,,,,,,,,
10501,4/29/11 0:00,4/29/11 0:00,F,,U,L1137,2T2HK31U29C098690,Lexus,RX 350,2009,32995,4213.72,0,4213.72,,,,15478,,Nappanee,IN,465501194,6733,,L1137A,KM8JN72D75U119366,2005,Hyundai,Tucson,,,,
10502,4/30/11 0:00,4/30/11 0:00,F,,U,J656A,2T2HA31U25C043606,Lexus,RX 330,2005,21995,1477.66,280.32,1197.34,4.55,48,319.92,15490,9/15/75 0:00,Elkhart,IN,465168987,6733,,J656B,WDBRF61J22F253867,2002,Mercedes-Benz,C240,,,,
10506,4/30/11 0:00,4/30/11 0:00,F,,U,K193AAA,WDBNG75J51A173941,Mercedes-Benz,S500,2001,10813,2938.75,0,2938.75,,,,15505,4/19/48 0:00,Elkhart,IN,465164469,2995,,,,,,,,,,
10507,4/30/11 0:00,4/30/11 0:00,F,,N,K236,2T2BK1BAXBC088770,Lexus,RX 350,2011,46707,2125.45,421.46,1703.99,2.9,36,706.86,527829,11/3/52 0:00,Bonita Spgs,FL,341358639,2876,,K236A,JTJJM7FX7B5022621,2011,Lexus,GX 460,,,,
10508,4/30/11 0:00,4/30/11 0:00,F,,N,K306,JTJBC1BA8B2419522,Lexus,RX 450h,2011,53038.88,2186.88,0,2186.88,2.9,36,738.32,409009,4/29/49 0:00,Granger,IN,465307015,2876,,,,,,,,,,
10510,4/30/11 0:00,4/30/11 0:00,F,,U,K209A,JTJHA31U740046155,Lexus,RX 330,2004,18995,2298.07,0,2298.07,,,,15596,,Elkhart,IN,465162242,4692,,,,,,,,,,
10513,4/30/11 0:00,4/30/11 0:00,F,,N,K232,2T2BK1BA0BC098871,Lexus,RX 350,2011,46199.16,2907.73,490.58,2417.15,2.9,48,607.93,15685,,Saint Joseph,MI,490852952,2995,,,,,,,,,,
10514,4/30/11 0:00,4/30/11 0:00,F,,N,K239,2T2BK1BA8BC102360,Lexus,RX 350,2011,43098.17,2869.82,180.65,2689.17,2.9,36,492.15,15031,1/19/54 0:00,South Bend,IN,466351766,4692,,K239A,2T2HK31U39C118851,2009,Lexus,RX 350,,,,
10517,5/3/11 0:00,5/3/11 0:00,F,,U,J566A,JTHBL46F185057517,Lexus,LS 460,2008,33000,4417.11,0,4417.11,,,,15900,,Plano,TX,750741307,4692,,,,,,,,,,
10519,5/4/11 0:00,5/4/11 0:00,F,,N,K264,JTJHY7AX6B4067520,Lexus,LX 570,2011,76500,4450.89,1134.89,3316,3.9,60,963.67,15929,,Buffalo,NY,142283735,2876,,,,,,,,,,
10522,5/6/11 0:00,5/6/11 0:00,F,,U,K279A,JTJHW31U882052350,Lexus,RX 400h,2008,32000,3679.82,250,3429.82,2.9,60,615.5,15997,,Mishawaka,IN,465442904,2876,,,,,,,,,,
10524,5/7/11 0:00,5/7/11 0:00,F,,U,L1098A,YV1KS9602V1108727,Volvo,960,1997,4600,3160,0,3160,,,,16055,6/30/58 0:00,South Bend,IN,466171349,5283,,,,,,,,,,
10526,5/23/11 0:00,5/23/11 0:00,F,,N,K303,JTJBK1BA2B2014243,Lexus,RX 350,2011,44982.17,1685.17,0,1685.17,2.9,48,523.25,448477,5/15/42 0:00,Granger,IN,465309378,2876,,K303A,2T2HK31U68C087576,2008,Lexus,RX 350,,,,
10527,5/9/11 0:00,5/9/11 0:00,F,,U,K130A,2T2HK31U08C049602,Lexus,RX 350,2008,30633,4722.96,0,4722.96,,,,627885,,Granger,IN,465306276,6733,2876,,,,,,,,,
10529,5/9/11 0:00,5/9/11 0:00,F,,U,K217B,4M2DU86W32UJ16816,Mercury,Mountaineer,2002,6800,3485,0,3485,,,,16467,,South Bend,IN,466132921,2995,,,,,,,,,,
10530,5/9/11 0:00,5/9/11 0:00,F,,U,K227A,JTHBL46F285062287,Lexus,LS 460,2008,45000,6804.75,0,6804.75,2.9,60,864.82,100467,,Mishawaka,IN,465458905,2995,,,,,,,,,,
10533,5/10/11 0:00,5/10/11 0:00,F,,U,K236A,JTJJM7FX7B5022621,Lexus,GX 460,2011,57875,5271,0,5271,,,,12393,,South Bend,IN,46634,2876,,,,,,,,,,
10535,5/18/11 0:00,5/18/11 0:00,F,,N,K315,2T2BK1BA4BC112805,Lexus,RX 350,2011,45499.15,1933.26,505.11,1428.15,2.9,48,593.25,14417,10/20/58 0:00,South Bend,IN,466142472,2876,,K315A,2T2HK31U28C093374,2008,Lexus,RX 350,,,,
10541,5/19/11 0:00,5/19/11 0:00,F,,N,K317,JTHCL5EF8B5010908,Lexus,LS 460,2011,71900,3474.99,0,3474.99,,,,729758,,Granger,IN,465309724,5283,,K317A,JTHBL46F685060025,2008,Lexus,LS 460,,,,
10542,5/12/11 0:00,5/12/11 0:00,F,,N,K308,2T2BK1BA0BC111991,Lexus,RX 350,2011,50752.8,2779.2,60.57,2718.63,2.9,60,556.34,890311,9/10/47 0:00,South Haven,MI,490901691,4692,,K308A,WP0AA2A93AS706380,2010,Porsche,911,,,,
10543,5/12/11 0:00,5/12/11 0:00,F,,U,L1150,JTHBJ46G482224243,Lexus,ES 350,2008,30995,2889.24,0,2889.24,,,,16993,8/15/55 0:00,Cassopolis,MI,490319724,6733,,L1150A,1G6KD54Y13U112185,2003,Cadillac,DeVille,,,,
10548,5/12/11 0:00,5/12/11 0:00,F,,U,J656B,WDBRF61J22F253867,Mercedes-Benz,C240,2002,10000,2846.59,0,2846.59,,,,17100,,South Bend,IN,466145839,2995,,,,,,,,,,
10549,5/13/11 0:00,5/13/11 0:00,F,,U,K211C,1G6EL12Y41B100746,Cadillac,Eldorado,2001,6000,1964.53,0,1964.53,,,,17168,,South Bend,IN,466145839,2995,,K211D,1GHDX03EXYD279783,2000,Oldsmobile,Silhouette,,,,
10551,5/14/11 0:00,5/14/11 0:00,F,,U,K182B,1J4GL48K12W319114,Jeep,Liberty,2002,9284.11,2372.76,0,2372.76,,,,17370,,Mishawaka,IN,465443930,4692,,K182C,3VWSE69M33M053602,2003,Volkswagen,Jetta,,,,
10552,5/13/11 0:00,5/13/11 0:00,F,,U,L1156,JTHBJ46G082215118,Lexus,ES 350,2008,29995,3070.67,150,2920.67,2.9,60,327.72,14508,,South Bend,IN,466145831,2995,,L1156A,JT8BD69S450206643,2005,Lexus,GS 300,,,,
10553,5/13/11 0:00,5/13/11 0:00,F,,N,K288,2T2BK1BA3BC107126,Lexus,RX 350,2011,46512,3192.33,388.33,2804,2.9,36,530.54,13594,1/10/40 0:00,Elkhart,IN,465168964,5283,,K288A,2T2HK31U68C072267,2008,Lexus,RX 350,,,,
10557,5/13/11 0:00,5/13/11 0:00,F,,U,K152B,YV4CM982471399718,Volvo,XC90,2007,19518,2105.34,421.04,1684.3,6.45,60,410.07,17280,8/31/81 0:00,South Bend,IN,466373141,2876,,,,,,,,,,
10559,5/14/11 0:00,5/14/11 0:00,F,,N,K276,2T2BK1BA6BC097921,Lexus,RX 350,2011,42000,1804.81,245.82,1558.99,3.25,60,504.79,17300,,South Bend,IN,466289007,2876,,K276A,JN8AS58V98W403614,2008,Nissan,Rogue,,,,
10560,5/14/11 0:00,5/14/11 0:00,F,,U,L1118A,5N1ED28Y81C558514,Nissan,Xterra,2001,8000,2484.23,0,2484.23,,,,17395,,Cromwell,IN,467321128,2995,,L1118B,1G8MG35X08Y115208,2008,Saturn,Sky,,,,
10561,5/14/11 0:00,5/14/11 0:00,F,,U,K101A,1GNDT13S022198380,Chevrolet,TrailBlazer,2002,9500,2181.37,0,2181.37,,,,17426,12/6/78 0:00,South Bend,IN,466149255,2995,,K101B,1G8MG35X08Y115208,2008,Saturn,Sky,,,,
10563,5/21/11 0:00,5/21/11 0:00,F,,U,L1140,JTHCK262282022608,Lexus,IS 250,2008,28500,1497.81,150,1347.81,2.9,60,261.58,10701,1/21/52 0:00,South Bend,IN,466351067,5283,,,,,,,,,,
10564,5/14/11 0:00,5/14/11 0:00,F,,U,K173A,1G6DW67V980185412,Cadillac,STS,2008,24000,3362.55,0,3362.55,,,,17440,6/25/79 0:00,South Bend,IN,466373407,6733,,,,,,,,,,
10566,5/16/11 0:00,5/16/11 0:00,F,,U,K172A,JTHCK262782027576,Lexus,IS 250,2008,27995,4409.74,150,4259.74,2.9,48,340.71,17441,3/18/72 0:00,Granger,IN,465304236,2995,,K172B,1HGCM66545A052886,2005,Honda,Accord,,,,
10567,5/27/11 0:00,5/27/11 0:00,F,,N,K327,JTHKD5BH6B2022264,Lexus,CT 200h,2011,32088,2148,0,2148,,,,21372,,Valparaiso,IN,463838905,2876,,,,,,,,,,
10569,5/16/11 0:00,5/16/11 0:00,F,,U,L1121,2T2HK31U89C103343,Lexus,RX 350,2009,34560,3026.67,250,2776.67,2.9,60,664.6,483268,1/12/47 0:00,Cassopolis,MI,490319603,4692,,,,,,,,,,
10577,5/19/11 0:00,5/19/11 0:00,F,,N,K319,2T2BK1BA4BC111587,Lexus,RX 350,2011,42545.54,2340.43,214.89,2125.54,2.9,48,418.68,21823,,La Porte,IN,463507248,4692,,K319A,JT6HF10U6X0075264,1999,Lexus,RX 300,,,,
10578,5/31/11 0:00,5/31/11 0:00,F,,N,K330,2T2BK1BA0BC108962,Lexus,RX 350,2011,45507.34,4830.56,381.22,4449.34,2.9,36,588.76,10439,,New Carlisle,IN,46552,2876,,K330A,2T2HK31U39C130479,2009,Lexus,RX 350,,,,
10579,5/31/11 0:00,5/31/11 0:00,F,,N,K322,2T2BK1BA8BC104576,Lexus,RX 350,2011,44122.92,3529.78,360.75,3169.03,2.9,36,509.24,448996,11/8/42 0:00,Winamac,IN,469960038,2876,,K322A,2T2HK31U99C105229,2009,Lexus,RX 350,,,,
10581,5/17/11 0:00,5/17/11 0:00,F,,N,K318,JTHBK1EG1B2435260,Lexus,ES 350,2011,39524.97,1301.97,0,1301.97,2.9,48,581.62,14417,10/20/58 0:00,South Bend,IN,466142472,2876,,K318A,JTHBJ46G882245340,2008,Lexus,ES 350,,,,
10583,5/23/11 0:00,5/23/11 0:00,F,,N,K321,JTHBK1EG3B2440606,Lexus,ES 350,2011,40439,2566.01,175.01,2391,2.9,36,614.62,16465,,Mishawaka,IN,465459320,5283,,K321A,4T1BK46K99U083707,2009,Toyota,Camry,,,,
10589,5/19/11 0:00,5/19/11 0:00,F,,N,K301,JTHBK1EG1B2431516,Lexus,ES 350,2011,40698.55,2530.3,448.93,2081.37,2.9,48,560.59,13335,5/4/47 0:00,South Bend,IN,466195560,2876,,K301A,JTHBJ46G872148461,2007,Lexus,ES 350,,,,
10590,5/20/11 0:00,5/20/11 0:00,F,,N,K310,2T2BK1BA8BC111463,Lexus,RX 350,2011,45850,2227,0,2227,,,,83551,3/25/40 0:00,Saint Joseph,MI,490851166,2995,,K310A,2T2HK31U08C086617,2008,Lexus,RX 350,,,,
10591,5/20/11 0:00,5/20/11 0:00,F,,U,K206A,1FMFU18L63LA92801,Ford,Expedition,2003,10795,3972.16,0,3972.16,,,,17734,4/12/58 0:00,South Bend,IN,466282955,4692,,,,,,,,,,
10594,5/24/11 0:00,5/24/11 0:00,F,,N,K323,2T2BK1BA1BC088723,Lexus,RX 350,2011,42450,1881,0,1881,,,,17898,,Bluffton,SC,299096048,6733,,K323A,1LNHM81W3YY784241,2000,LINCOLN,Town Car,1GBFG15M8Y1136989,2000,Chevrolet,Express
10595,5/21/11 0:00,5/21/11 0:00,F,,N,K316,JTHBB1BAXB2043958,Lexus,HS 250h,2011,37630,3468.44,853.44,2615,3.9,60,724.65,15856,,Granger,IN,465306521,6733,,K316A,5GRGN23U44H108475,2004,HUMMER,H2,,,,
10596,5/21/11 0:00,5/21/11 0:00,F,,N,K293,2T2BK1BA2BC110325,Lexus,RX 350,2011,46200,2171,0,2171,,,,849146,,Middlebury,IN,465409510,2876,,K293A,2HNYD2H42AH506589,2010,Acura,MDX,,,,
10597,5/31/11 0:00,5/31/11 0:00,F,,N,K304,2T2BK1BA4BC109418,Lexus,RX 350,2011,48581,4092,0,4092,,,,951809,,Sanibel,FL,339573816,2995,,,,,,,,,,
10604,7/14/11 0:00,7/14/11 0:00,F,,N,K360,JTJBC1BA4B2420859,Lexus,RX 450h,2011,56277,5137.54,601.54,4536,2.9,48,784.02,13319,,South Bend,IN,46601,2876,,,,,,,,,,
10608,5/24/11 0:00,5/24/11 0:00,F,,U,K218A,JTJHW31U882047522,Lexus,RX 400h,2008,29300,4363.15,624.75,3738.4,5.6,60,600.13,505844,6/2/46 0:00,Buchanan,MI,491078434,5283,4692,K218B,JT6HF10UXX0055003,1999,Lexus,RX 300,,,,
10610,5/27/11 0:00,5/27/11 0:00,F,,N,K325,2T2BK1BA1BC113040,Lexus,RX 350,2011,46399,1701,0,1701,,,,10869,4/19/48 0:00,White Pigeon,MI,490999754,6733,,K325A,JTHBN30F520075181,2002,Lexus,LS 430,,,,
